EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;46.0;0.0;0.0;0.0;0.0;202860.0;67620.0;23442.0;6004.0;6077.0;1470.0;1.0;0.0;0.0;0.0;138.0;15947.0;2.35;635.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2105.0;0.0;1.0;0.0;0.0;0.0;186.0;19800.0;0.816667;0.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;408.0;7.0;402.0;0.0;0.0;470952.0;344352.0;50133.0;27922.0;12230.0;2532.0;3.0;339288.0;0.0;0.0;558.0;59400.0;4.56667;2083.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4240.0;33.0;4682.0;0.0;0.0;4157540.0;3578560.0;444693.0;294203.0;109465.0;22788.0;27.0;3951610.0;0.0;0.0;4926.0;526894.0;42.4333;25917.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3713.0;136.0;6002.0;49.0;0.0;6402860.0;4916010.0;681590.0;409733.0;144350.0;34424.0;26.0;7946650.0;64876.0;0.0;4836.0;514800.0;53.9667;25002.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3960.0;88.0;8792.0;663.0;0.0;9665760.0;8236800.0;1126160.0;695146.0;241509.0;56160.0;27.0;17010200.0;226720.0;0.0;4647.0;541424.0;88.05;29032.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;148006.0;59139.0;36478.0;6340.0;20.0;59149000.0;175618.0;0.0;0.0;466923.0;15.6667;0.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3642.0;129.0;10825.0;32.0;0.0;2295770.0;2010380.0;256209.0;166939.0;80489.0;13800.0;25.0;5975400.0;17664.0;0.0;4159.0;464176.0;31.9833;18474.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3124.0;846.0;1.0;0.0;0.0;0.0;0.0;0.0;1.4;0.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBUR;UBERABA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1352.0;25.0;0.0;0.0;0.0;799200.0;608400.0;100224.0;48779.0;34658.0;5850.0;13.0;0.0;0.0;0.0;1776.0;222723.0;14.0333;7011.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBVC;VITÓRIA DA CONQUISTA;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4151.0;97.0;2337.0;856.0;0.0;5382470.0;4620060.0;572962.0;374836.0;137146.0;28938.0;26.0;2601080.0;952728.0;0.0;4836.0;514800.0;56.65;23128.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3630.0;943.0;1.0;0.0;0.0;0.0;0.0;0.0;1.55;0.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;403.0;0.0;1664.0;82.0;0.0;310992.0;168454.0;33104.0;13999.0;10965.0;1672.0;4.0;695552.0;34276.0;0.0;744.0;79200.0;4.56667;1608.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;20552.0;267.0;51674.0;84.0;0.0;11381700.0;8701920.0;1213350.0;708470.0;395758.0;61446.0;147.0;22072100.0;35530.0;0.0;27229.0;2902890.0;170.767;79047.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;154.0;2.0;1332.0;0.0;0.0;271560.0;112420.0;28908.0;9968.0;6652.0;1460.0;2.0;972360.0;0.0;0.0;372.0;39600.0;3.06667;774.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;11633.0;203.0;73287.0;9.0;0.0;10171100.0;8400110.0;1101540.0;734108.0;317003.0;55480.0;76.0;51978200.0;5840.0;0.0;13933.0;1508960.0;126.133;72624.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68112.0;18452.0;10834.0;2934.0;2.0;18453400.0;0.0;0.0;0.0;46430.0;4.46667;0.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;11296.0;210.0;68770.0;737.0;0.0;11067800.0;8539780.0;1182880.0;727992.0;348289.0;60480.0;80.0;51990100.0;557172.0;0.0;14640.0;1564740.0;134.433;47033.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;403.0;4.0;443.0;0.0;0.0;470952.0;340132.0;50133.0;27075.0;10586.0;2532.0;3.0;373892.0;0.0;0.0;558.0;59400.0;4.68333;1414.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4123.0;39.0;7666.0;0.0;0.0;4236040.0;3479810.0;822409.0;344909.0;164668.0;38824.0;46.0;60851600.0;0.0;0.0;5019.0;974436.0;69.6333;27364.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBZM;GOIANÁ;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2907.0;25.0;0.0;0.0;0.0;1332790.0;1244200.0;142409.0;100081.0;49902.0;7276.0;17.0;0.0;0.0;0.0;3114.0;332747.0;20.5333;15830.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12854.0;4328.0;1.0;0.0;0.0;0.0;0.0;0.0;5.9;0.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;73.0;0.0;0.0;0.0;0.0;847788.0;332734.0;90248.0;25069.0;16240.0;4558.0;1.0;0.0;0.0;0.0;186.0;19800.0;6.11667;25.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3638.0;35.0;7105.0;0.0;0.0;5119910.0;4136410.0;580931.0;365510.0;127220.0;29562.0;26.0;8078380.0;0.0;0.0;4503.0;510947.0;50.0667;41524.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;58.0;0.0;0.0;0.0;0.0;144144.0;47502.0;16216.0;4636.0;3965.0;819.0;1.0;0.0;0.0;0.0;176.0;19800.0;1.46667;1311.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2236.0;44.0;0.0;0.0;0.0;11019500.0;8235190.0;1239690.0;692774.0;223898.0;62611.0;17.0;0.0;0.0;0.0;2992.0;336600.0;86.3833;20403.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;214.0;2.0;0.0;0.0;0.0;2830610.0;382418.0;318438.0;32191.0;58492.0;16083.0;9.0;0.0;0.0;0.0;1584.0;178200.0;27.15;1967.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SKCL;CALI;;;COLÔMBIA;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14427.0;4379.0;1.0;0.0;0.0;0.0;0.0;0.0;6.2;0.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SKCL;CALI;;;COLÔMBIA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;61.0;0.0;0.0;0.0;0.0;777216.0;269376.0;87436.0;20203.0;14578.0;4416.0;1.0;0.0;0.0;0.0;176.0;19800.0;5.63333;0.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SLVR;SANTA CRUZ;;;BOLÍVIA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2790.0;41.0;3606.0;0.0;0.0;6833900.0;5158710.0;768810.0;459747.0;151508.0;38829.0;21.0;6667490.0;0.0;0.0;3696.0;415800.0;57.7;35795.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SMJP;ZANDERIJ;;;SURINAME;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;607.0;2.0;0.0;0.0;0.0;749760.0;646455.0;84348.0;56152.0;18529.0;4260.0;4.0;0.0;0.0;0.0;704.0;79200.0;7.05;7203.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SPJC;CALLAO/LIMA, LIMA METROPOLITAN AREA;;;PERU;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;58.0;0.0;0.0;0.0;0.0;640288.0;211004.0;72032.0;21467.0;12570.0;3638.0;1.0;0.0;0.0;0.0;176.0;19800.0;5.03333;1551.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;1418.0;4.0;0.0;0.0;0.0;2889220.0;2586430.0;325035.0;215722.0;62830.0;16416.0;9.0;0.0;0.0;0.0;1584.0;178200.0;22.7667;11921.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2551.0;12.0;0.0;0.0;0.0;5453760.0;4653020.0;613955.0;383323.0;122036.0;31008.0;17.0;0.0;0.0;0.0;2990.0;336600.0;44.5833;18835.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4794.0;69.0;7931.0;0.0;0.0;8275470.0;7526580.0;932580.0;673842.0;208371.0;47100.0;30.0;12451700.0;0.0;0.0;5271.0;594000.0;74.5167;61727.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;TFFF;LE LAMENTIN, FORT-DE-FRANCE;;;MARTINICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;170.0;0.0;0.0;0.0;0.0;345488.0;333710.0;38867.0;38141.0;8161.0;1963.0;1.0;0.0;0.0;0.0;176.0;19800.0;2.96667;6680.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;TNCA;ORANJESTAD, ARUBA;;;ARUBA;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;999.0;16.0;0.0;0.0;0.0;6682370.0;4741250.0;751760.0;396568.0;138164.0;37968.0;8.0;0.0;0.0;0.0;1408.0;158400.0;51.7667;8634.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0.0;0.0;337076.0;0.0;0.0;0.0;0.0;2075090.0;1306840.0;0.0;27139.0;7.0;1306840000.0;0.0;0.0;0.0;535231.0;36.451;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;1165391.0;0.0;0.0;0.0;0.0;6283640.0;4518220.0;0.0;50401.0;13.0;4518220000.0;0.0;0.0;0.0;1620750.0;66.216;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;514326.0;0.0;0.0;0.0;0.0;4396500.0;3454720.0;0.0;33585.0;5.0;3454730000.0;0.0;0.0;0.0;654534.0;42.4;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0.0;0.0;448091.0;0.0;0.0;0.0;0.0;4359580.0;2945750.0;0.0;32870.0;5.0;2945750000.0;0.0;0.0;0.0;663155.0;42.651;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;2616220.0;0.0;0.0;0.0;0.0;19997400.0;17199000.0;0.0;151202.0;23.0;17199000000.0;0.0;0.0;0.0;3041890.0;188.817;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;1636360.0;0.0;0.0;0.0;0.0;17778500.0;10629800.0;0.0;142912.0;22.0;10629800000.0;0.0;0.0;0.0;2736840.0;176.099;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0.0;0.0;28169.0;0.0;0.0;0.0;0.0;471503.0;100140.0;0.0;3555.0;1.0;100141000.0;0.0;0.0;0.0;132631.0;4.767;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0.0;0.0;8626.0;0.0;0.0;0.0;0.0;691465.0;17776.0;0.0;10305.0;5.0;17778200.0;0.0;0.0;0.0;335500.0;16.083;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;82431.0;0.0;0.0;0.0;0.0;3340360.0;169883.0;0.0;26793.0;13.0;169890000.0;0.0;0.0;0.0;1620750.0;42.418;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0.0;0.0;2602.0;0.0;0.0;0.0;0.0;119907.0;4649.0;0.0;1787.0;1.0;4649770.0;0.0;0.0;0.0;67100.0;2.8;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;421920.0;0.0;0.0;0.0;0.0;1920400.0;1237910.0;0.0;14670.0;5.0;1237910000.0;0.0;0.0;0.0;654534.0;22.749;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;1618713.0;0.0;0.0;0.0;0.0;7258100.0;4231310.0;0.0;54894.0;21.0;4231320000.0;0.0;0.0;0.0;2776630.0;85.415;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0.0;0.0;59086.0;0.0;0.0;0.0;0.0;2857530.0;254599.0;0.0;21545.0;5.0;254602000.0;0.0;0.0;0.0;663155.0;29.251;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;52597.0;0.0;0.0;0.0;0.0;1143010.0;226639.0;0.0;8618.0;2.0;226640000.0;0.0;0.0;0.0;265262.0;11.683;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0.0;0.0;146756.0;0.0;0.0;0.0;0.0;2416700.0;953326.0;0.0;19488.0;3.0;953327000.0;0.0;0.0;0.0;372030.0;24.284;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;297850.0;0.0;0.0;0.0;0.0;1600340.0;768747.0;0.0;12905.0;5.0;768751000.0;0.0;0.0;0.0;620050.0;19.2;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;175111.0;0.0;0.0;0.0;0.0;2096760.0;740192.0;0.0;16908.0;4.0;740194000.0;0.0;0.0;0.0;496040.0;22.033;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SPJC;CALLAO/LIMA, LIMA METROPOLITAN AREA;;;PERU;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;553635.0;0.0;0.0;0.0;0.0;4241900.0;1880700.0;0.0;33970.0;10.0;1880700000.0;0.0;0.0;0.0;1248720.0;46.517;0.0
GTI;ATLAS AIR INC;ESTRANGEIRA;2025;2;KATL;ATLANTA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0.0;0.0;89838.0;0.0;0.0;0.0;0.0;931315.0;674683.0;0.0;7510.0;1.0;674683000.0;0.0;0.0;0.0;124010.0;9.55;0.0
